email_address,first_name,last_name,course_id,grades,marks
jesus.vance224@university.edu,Jesus,Vance,CS105,C,77
jettie.ung612@university.edu,Jettie,Ung,CS103,B,81
jill.bishop989@university.edu,Jill,Bishop,CS110,F,11
jimmy.brogan267@university.edu,Jimmy,Brogan,CS108,D,66
jo.kampman280@university.edu,Jo,Kampman,CS101,F,21
joan.brown448@university.edu,Joan,Brown,CS109,C,71
joan.guest423@university.edu,Joan,Guest,CS104,F,1
joan.rawlinson771@university.edu,Joan,Rawlinson,CS102,F,13
joan.solari628@university.edu,Joan,Solari,CS109,F,53
joanne.bergeron750@university.edu,Joanne,Bergeron,CS101,F,33
joanne.curry603@university.edu,Joanne,Curry,CS104,B,80
jodi.jones819@university.edu,Jodi,Jones,CS110,B,83
jodi.zielonka493@university.edu,Jodi,Zielonka,CS104,F,44
jody.thomas468@university.edu,Jody,Thomas,CS109,A,92
joe.haney53@university.edu,Joe,Haney,CS104,B,83
joe.hickey413@university.edu,Joe,Hickey,CS104,A,99
joe.smith394@university.edu,Joe,Smith,CS105,F,15
john.adams194@university.edu,John,Adams,CS105,A,95
john.barrett461@university.edu,John,Barrett,CS102,F,15
john.brown34@university.edu,John,Brown,CS105,F,27
john.chavez768@university.edu,John,Chavez,CS109,F,51
john.clark539@university.edu,John,Clark,CS110,A,95
john.dahl561@university.edu,John,Dahl,CS102,F,45
john.hardy416@university.edu,John,Hardy,CS107,A,96
john.jackson452@university.edu,John,Jackson,CS103,F,43
john.johnson77@university.edu,John,Johnson,CS108,F,7
john.kish549@university.edu,John,Kish,CS110,F,26
john.lowell751@university.edu,John,Lowell,CS102,F,19
john.manis688@university.edu,John,Manis,CS109,C,73
john.oliver346@university.edu,John,Oliver,CS107,B,81
john.oloughlin410@university.edu,John,Oloughlin,CS101,D,66
john.smith886@university.edu,John,Smith,CS107,B,81
john.wallis526@university.edu,John,Wallis,CS107,A,90
john.young274@university.edu,John,Young,CS105,F,58
johnie.thompson271@university.edu,Johnie,Thompson,CS102,A,90
jorge.viveiros48@university.edu,Jorge,Viveiros,CS109,F,22
jose.markham889@university.edu,Jose,Markham,CS110,F,59
joseph.brandt737@university.edu,Joseph,Brandt,CS108,F,36
joseph.byrd396@university.edu,Joseph,Byrd,CS107,B,85
joseph.collier143@university.edu,Joseph,Collier,CS104,F,20
joseph.griggs555@university.edu,Joseph,Griggs,CS106,C,74
joseph.hodnett432@university.edu,Joseph,Hodnett,CS103,D,66
joseph.newsome592@university.edu,Joseph,Newsome,CS103,F,18
joseph.neyhart405@university.edu,Joseph,Neyhart,CS106,F,7
joshua.petrin165@university.edu,Joshua,Petrin,CS106,C,77
joyce.strohmeyer465@university.edu,Joyce,Strohmeyer,CS106,F,34
juan.holscher184@university.edu,Juan,Holscher,CS105,C,77
juan.santiago970@university.edu,Juan,Santiago,CS101,F,24
juana.bowen611@university.edu,Juana,Bowen,CS102,A,96
juanita.chunn542@university.edu,Juanita,Chunn,CS103,C,78
judith.bealer119@university.edu,Judith,Bealer,CS110,F,22
judith.courter420@university.edu,Judith,Courter,CS101,B,89
judy.hunter543@university.edu,Judy,Hunter,CS104,F,33
judy.wilcox637@university.edu,Judy,Wilcox,CS108,F,15
julia.prieto129@university.edu,Julia,Prieto,CS110,D,63
julian.nadal401@university.edu,Julian,Nadal,CS102,F,49
julie.davis826@university.edu,Julie,Davis,CS107,A,96
julie.henry798@university.edu,Julie,Henry,CS109,A,97
justin.jamison804@university.edu,Justin,Jamison,CS105,A,96
kara.smith919@university.edu,Kara,Smith,CS110,A,98
karen.lance318@university.edu,Karen,Lance,CS109,F,35
karen.mysak655@university.edu,Karen,Mysak,CS106,A,93
karen.parish399@university.edu,Karen,Parish,CS110,C,77
karen.wilson795@university.edu,Karen,Wilson,CS106,D,66
karin.lynch870@university.edu,Karin,Lynch,CS101,F,49
karina.dame735@university.edu,Karina,Dame,CS106,F,54
katherine.hajek817@university.edu,Katherine,Hajek,CS108,F,12
kathryn.berry494@university.edu,Kathryn,Berry,CS105,F,45
kathy.ludgate288@university.edu,Kathy,Ludgate,CS109,F,28
kathy.mcwhirt883@university.edu,Kathy,Mcwhirt,CS104,F,5
kathy.selley377@university.edu,Kathy,Selley,CS108,F,39
kathy.sharp727@university.edu,Kathy,Sharp,CS108,F,22
katie.kay948@university.edu,Katie,Kay,CS109,F,47
kay.lafleur973@university.edu,Kay,Lafleur,CS104,B,87
kay.white315@university.edu,Kay,White,CS106,F,40
keith.daniel777@university.edu,Keith,Daniel,CS108,A,95
kelly.berardi225@university.edu,Kelly,Berardi,CS106,F,7
ken.swanston876@university.edu,Ken,Swanston,CS107,F,26
kendrick.gros686@university.edu,Kendrick,Gros,CS107,F,44
kenneth.jackson281@university.edu,Kenneth,Jackson,CS102,F,56
kenneth.mayer357@university.edu,Kenneth,Mayer,CS108,C,76
kenneth.parker503@university.edu,Kenneth,Parker,CS104,B,85
kevin.cole109@university.edu,Kevin,Cole,CS110,F,28
kim.worden509@university.edu,Kim,Worden,CS110,B,84
kimberly.clevenger841@university.edu,Kimberly,Clevenger,CS102,F,32
kimberly.freeman341@university.edu,Kimberly,Freeman,CS102,D,64
kimberly.goode446@university.edu,Kimberly,Goode,CS107,F,44
kimberly.nguyen760@university.edu,Kimberly,Nguyen,CS101,F,33
kimberly.nightingale937@university.edu,Kimberly,Nightingale,CS108,C,76
kimberly.scott757@university.edu,Kimberly,Scott,CS108,F,3
kirk.albaladejo517@university.edu,Kirk,Albaladejo,CS108,B,81
kris.murray661@university.edu,Kris,Murray,CS102,F,43
kristie.worthing196@university.edu,Kristie,Worthing,CS107,D,64
kristine.hall544@university.edu,Kristine,Hall,CS105,B,87
kristine.hill690@university.edu,Kristine,Hill,CS101,D,65
kurt.brinlee962@university.edu,Kurt,Brinlee,CS103,A,95
kyla.johnson320@university.edu,Kyla,Johnson,CS101,F,8
kyle.benitez390@university.edu,Kyle,Benitez,CS101,B,80
kyle.culbreath403@university.edu,Kyle,Culbreath,CS104,F,32
kyle.sartain915@university.edu,Kyle,Sartain,CS106,F,29
lacey.johnson442@university.edu,Lacey,Johnson,CS103,F,17
lacey.schexnayder214@university.edu,Lacey,Schexnayder,CS105,F,17
lanora.robinson979@university.edu,Lanora,Robinson,CS110,F,46
laree.thomas69@university.edu,Laree,Thomas,CS110,A,94
larry.baker888@university.edu,Larry,Baker,CS109,D,66
latoya.rogol654@university.edu,Latoya,Rogol,CS105,D,63
laura.orear994@university.edu,Laura,Orear,CS105,F,39
laura.robichaux153@university.edu,Laura,Robichaux,CS104,F,32
laura.shiro428@university.edu,Laura,Shiro,CS109,F,34
laurel.kirkland918@university.edu,Laurel,Kirkland,CS109,F,25
lauren.mcgrane675@university.edu,Lauren,Mcgrane,CS106,F,18
lawrence.arredondo487@university.edu,Lawrence,Arredondo,CS108,A,96
lawrence.lewis590@university.edu,Lawrence,Lewis,CS101,D,68
leanne.griffith627@university.edu,Leanne,Griffith,CS108,A,99
lee.tauber141@university.edu,Lee,Tauber,CS102,F,42
lenore.fisher564@university.edu,Lenore,Fisher,CS105,F,3
leo.camara202@university.edu,Leo,Camara,CS103,F,5
leroy.hughes673@university.edu,Leroy,Hughes,CS104,B,80
lesley.olmstead14@university.edu,Lesley,Olmstead,CS105,F,25
leslie.ross127@university.edu,Leslie,Ross,CS108,F,1
lillian.abdullah65@university.edu,Lillian,Abdullah,CS106,B,89
lilly.garner79@university.edu,Lilly,Garner,CS110,D,68
lin.davis559@university.edu,Lin,Davis,CS110,F,20
linda.abraham7@university.edu,Linda,Abraham,CS108,A,100
linda.adams755@university.edu,Linda,Adams,CS106,A,97
linda.barth195@university.edu,Linda,Barth,CS106,B,86
linda.frandsen618@university.edu,Linda,Frandsen,CS109,A,97
linda.ruiz942@university.edu,Linda,Ruiz,CS103,A,99
linda.williams236@university.edu,Linda,Williams,CS107,F,25
lindsay.kim270@university.edu,Lindsay,Kim,CS101,F,49
linsey.dec941@university.edu,Linsey,Dec,CS102,F,21
lisa.bentley38@university.edu,Lisa,Bentley,CS109,B,87
lisa.felix447@university.edu,Lisa,Felix,CS108,B,87
lisa.ganison91@university.edu,Lisa,Ganison,CS102,D,64
lisa.hetzel868@university.edu,Lisa,Hetzel,CS109,D,62
lloyd.clark861@university.edu,Lloyd,Clark,CS102,B,82
lora.guzman536@university.edu,Lora,Guzman,CS107,A,98
lora.pierce572@university.edu,Lora,Pierce,CS103,A,95
lori.kot694@university.edu,Lori,Kot,CS105,F,39
lori.kyles522@university.edu,Lori,Kyles,CS103,F,18
lorna.lehman302@university.edu,Lorna,Lehman,CS103,F,22
lorraine.lee290@university.edu,Lorraine,Lee,CS101,D,68
louis.kenney854@university.edu,Louis,Kenney,CS105,F,35
louis.ruiz762@university.edu,Louis,Ruiz,CS103,B,89
louis.wilson922@university.edu,Louis,Wilson,CS103,C,73
louise.howard385@university.edu,Louise,Howard,CS106,F,18
louise.hrabovsky926@university.edu,Louise,Hrabovsky,CS107,F,5
luis.bonner938@university.edu,Luis,Bonner,CS109,A,95
mable.huff470@university.edu,Mable,Huff,CS101,F,44
malia.stout872@university.edu,Malia,Stout,CS103,F,31
mamie.brunton152@university.edu,Mamie,Brunton,CS103,C,73
mamie.huffman728@university.edu,Mamie,Huffman,CS109,D,68
mara.brent693@university.edu,Mara,Brent,CS104,D,66
marc.kohl629@university.edu,Marc,Kohl,CS110,F,1
marcus.finwall593@university.edu,Marcus,Finwall,CS104,A,93
marcus.randall793@university.edu,Marcus,Randall,CS104,F,42
marcy.julian430@university.edu,Marcy,Julian,CS101,F,28
margaret.brown645@university.edu,Margaret,Brown,CS106,B,88
margaret.davis507@university.edu,Margaret,Davis,CS108,A,95
margaret.dibartolomeo746@university.edu,Margaret,Dibartolomeo,CS107,F,35
margaret.goff583@university.edu,Margaret,Goff,CS104,F,43
margaretta.hancock586@university.edu,Margaretta,Hancock,CS107,F,28
margie.leonard689@university.edu,Margie,Leonard,CS110,C,72
marguerite.gresham644@university.edu,Marguerite,Gresham,CS105,B,81
maria.batts599@university.edu,Maria,Batts,CS110,C,77
maria.bissett354@university.edu,Maria,Bissett,CS105,A,100
maria.lucia488@university.edu,Maria,Lucia,CS109,C,72
maria.morley824@university.edu,Maria,Morley,CS105,F,34
maria.smith402@university.edu,Maria,Smith,CS103,F,1
maria.wheeler317@university.edu,Maria,Wheeler,CS108,C,76
marie.alex639@university.edu,Marie,Alex,CS110,F,9
marilyn.bethea574@university.edu,Marilyn,Bethea,CS105,F,25
marilyn.kendall887@university.edu,Marilyn,Kendall,CS108,A,100
marilyn.rowan534@university.edu,Marilyn,Rowan,CS105,F,28
mario.burris338@university.edu,Mario,Burris,CS109,B,84
mario.nasser222@university.edu,Mario,Nasser,CS103,F,30
marjorie.marlor865@university.edu,Marjorie,Marlor,CS106,F,57
mark.alford843@university.edu,Mark,Alford,CS104,F,13
mark.beck19@university.edu,Mark,Beck,CS110,C,73
mark.smith386@university.edu,Mark,Smith,CS107,A,92
marla.barnes954@university.edu,Marla,Barnes,CS105,B,80
marry.wilson384@university.edu,Marry,Wilson,CS105,A,98
marth.arvizu364@university.edu,Marth,Arvizu,CS105,F,42
martha.cox159@university.edu,Martha,Cox,CS110,F,50
martha.felix724@university.edu,Martha,Felix,CS105,D,66
martin.gallo310@university.edu,Martin,Gallo,CS101,F,16
marvin.diaz451@university.edu,Marvin,Diaz,CS102,F,44
mary.davie718@university.edu,Mary,Davie,CS109,F,57
mary.davis604@university.edu,Mary,Davis,CS105,C,72
mary.ferguson570@university.edu,Mary,Ferguson,CS101,F,10
mary.gaskin816@university.edu,Mary,Gaskin,CS107,B,83
mary.gomez283@university.edu,Mary,Gomez,CS104,F,40
mary.green388@university.edu,Mary,Green,CS109,F,53
mary.maeda756@university.edu,Mary,Maeda,CS107,B,81
mary.minelli172@university.edu,Mary,Minelli,CS103,F,39
mary.riggs75@university.edu,Mary,Riggs,CS106,F,18
mary.rutledge964@university.edu,Mary,Rutledge,CS105,B,82
mary.talton765@university.edu,Mary,Talton,CS106,F,1
mary.vance330@university.edu,Mary,Vance,CS101,A,98
matt.lamar409@university.edu,Matt,Lamar,CS110,F,56
matthew.ayers131@university.edu,Matthew,Ayers,CS102,F,21
matthew.cortez118@university.edu,Matthew,Cortez,CS109,D,68
matthew.romero257@university.edu,Matthew,Romero,CS108,F,31
matthew.sinclaire24@university.edu,Matthew,Sinclaire,CS105,A,93
matthew.turnipseed742@university.edu,Matthew,Turnipseed,CS103,B,88
melaine.mcneil981@university.edu,Melaine,Mcneil,CS102,F,9
melba.carrizales238@university.edu,Melba,Carrizales,CS109,F,1
melissa.washington623@university.edu,Melissa,Washington,CS104,F,35
merna.hill814@university.edu,Merna,Hill,CS105,F,33
mi.oliver311@university.edu,Mi,Oliver,CS102,F,17
michael.allen279@university.edu,Michael,Allen,CS110,F,57
michael.bibbins287@university.edu,Michael,Bibbins,CS108,F,34
michael.brown322@university.edu,Michael,Brown,CS103,D,66
michael.bush486@university.edu,Michael,Bush,CS107,F,2
michael.hutchinson647@university.edu,Michael,Hutchinson,CS108,F,36
michael.jennings359@university.edu,Michael,Jennings,CS110,F,49
michael.jones481@university.edu,Michael,Jones,CS102,F,1
michael.mccain85@university.edu,Michael,Mccain,CS106,F,7
michael.mitchell683@university.edu,Michael,Mitchell,CS104,A,96
michael.moreno613@university.edu,Michael,Moreno,CS104,C,75
michael.peebles708@university.edu,Michael,Peebles,CS109,A,91
michael.robinson376@university.edu,Michael,Robinson,CS107,B,88
michael.whitlock653@university.edu,Michael,Whitlock,CS104,F,57
michele.mccullough57@university.edu,Michele,Mccullough,CS108,F,44
michele.scott996@university.edu,Michele,Scott,CS107,F,38
michelle.stark319@university.edu,Michelle,Stark,CS110,F,56
mike.bauer203@university.edu,Mike,Bauer,CS104,C,75
mike.reilly666@university.edu,Mike,Reilly,CS107,A,94
mildred.roman649@university.edu,Mildred,Roman,CS110,F,27
milton.doughty527@university.edu,Milton,Doughty,CS108,F,19
minh.hester692@university.edu,Minh,Hester,CS103,B,83
mitchell.gilson622@university.edu,Mitchell,Gilson,CS103,F,21
mitchell.thompson426@university.edu,Mitchell,Thompson,CS107,F,7
mitzi.lagnese480@university.edu,Mitzi,Lagnese,CS101,F,26
monica.krueger253@university.edu,Monica,Krueger,CS104,F,37
monique.moskowitz744@university.edu,Monique,Moskowitz,CS105,F,56
monte.peters721@university.edu,Monte,Peters,CS102,F,4
nancey.etheridge518@university.edu,Nancey,Etheridge,CS109,A,99
nancy.snyder960@university.edu,Nancy,Snyder,CS101,B,85
natalie.obregon167@university.edu,Natalie,Obregon,CS108,F,21
nathan.dyches70@university.edu,Nathan,Dyches,CS101,A,99
nathan.luft223@university.edu,Nathan,Luft,CS104,F,39
nathan.newson157@university.edu,Nathan,Newson,CS108,F,13
neil.deleon929@university.edu,Neil,Deleon,CS110,F,58
new_student@csu.edu,John,Doe,CS101,B,89
nicole.malone997@university.edu,Nicole,Malone,CS108,A,98
nilsa.freeman36@university.edu,Nilsa,Freeman,CS107,F,2
nina.carney807@university.edu,Nina,Carney,CS108,F,27
norma.berry516@university.edu,Norma,Berry,CS107,B,82
nu.ross784@university.edu,Nu,Ross,CS105,F,34
oswaldo.corrado560@university.edu,Oswaldo,Corrado,CS101,A,92
otis.alfaro932@university.edu,Otis,Alfaro,CS103,F,18
owen.wells873@university.edu,Owen,Wells,CS104,F,55
pamela.buckingham882@university.edu,Pamela,Buckingham,CS103,B,87
pamela.crabb903@university.edu,Pamela,Crabb,CS104,C,72
pamela.yeiser959@university.edu,Pamela,Yeiser,CS110,F,38
patricia.hermans484@university.edu,Patricia,Hermans,CS105,F,40
patricia.james529@university.edu,Patricia,James,CS110,A,90
patricia.kingsley358@university.edu,Patricia,Kingsley,CS109,F,28
patricia.slaughter361@university.edu,Patricia,Slaughter,CS102,C,71
patricia.spinney25@university.edu,Patricia,Spinney,CS106,B,88
patrick.borkowski563@university.edu,Patrick,Borkowski,CS104,F,57
patsy.sandoval122@university.edu,Patsy,Sandoval,CS103,F,15
paul.bulson134@university.edu,Paul,Bulson,CS105,F,39
paul.caruso264@university.edu,Paul,Caruso,CS105,F,5
paul.koval571@university.edu,Paul,Koval,CS102,A,93
paul.pasillas499@university.edu,Paul,Pasillas,CS110,A,97
paul.robotham61@university.edu,Paul,Robotham,CS102,F,47
paula.cutler580@university.edu,Paula,Cutler,CS101,B,87
peggy.brewer352@university.edu,Peggy,Brewer,CS103,C,76
penny.garcia205@university.edu,Penny,Garcia,CS106,F,41
peter.kinder309@university.edu,Peter,Kinder,CS110,D,65
peter.parks764@university.edu,Peter,Parks,CS105,F,46
phil.hernandez154@university.edu,Phil,Hernandez,CS105,F,20
philip.barnard332@university.edu,Philip,Barnard,CS103,B,89
phylis.eplin726@university.edu,Phylis,Eplin,CS107,F,14
phyllis.gottfried475@university.edu,Phyllis,Gottfried,CS106,A,100
phyllis.sterling47@university.edu,Phyllis,Sterling,CS108,F,51
pierre.king138@university.edu,Pierre,King,CS109,F,18
portia.germann151@university.edu,Portia,Germann,CS102,F,27
queen.vallarta371@university.edu,Queen,Vallarta,CS102,F,41
rachael.guevara76@university.edu,Rachael,Guevara,CS107,F,38
rachel.christensen462@university.edu,Rachel,Christensen,CS103,F,56
rachel.powers342@university.edu,Rachel,Powers,CS103,F,28
rachel.strohschein71@university.edu,Rachel,Strohschein,CS102,D,62
rafael.wray662@university.edu,Rafael,Wray,CS103,C,71
ralph.cohen209@university.edu,Ralph,Cohen,CS110,B,84
ralph.rose808@university.edu,Ralph,Rose,CS109,F,15
ramon.jacques743@university.edu,Ramon,Jacques,CS104,F,38
randall.jackson245@university.edu,Randall,Jackson,CS106,F,52
randall.pagan28@university.edu,Randall,Pagan,CS109,F,42
randolph.smith877@university.edu,Randolph,Smith,CS108,A,100
randy.castle102@university.edu,Randy,Castle,CS103,C,71
raquel.linke137@university.edu,Raquel,Linke,CS108,F,0
ray.burns651@university.edu,Ray,Burns,CS102,D,66
ray.middleton946@university.edu,Ray,Middleton,CS107,F,46
ray.young907@university.edu,Ray,Young,CS108,F,13
reba.haddock642@university.edu,Reba,Haddock,CS103,D,69
reba.rhoades392@university.edu,Reba,Rhoades,CS103,F,35
rebecca.gimenez10@university.edu,Rebecca,Gimenez,CS101,B,82
rebecca.hernandez383@university.edu,Rebecca,Hernandez,CS104,F,50
rebekah.ramer901@university.edu,Rebekah,Ramer,CS102,D,66
reiko.brenner400@university.edu,Reiko,Brenner,CS101,C,76
rena.hardin844@university.edu,Rena,Hardin,CS105,B,84
renee.roper772@university.edu,Renee,Roper,CS103,F,35
rhonda.hawn464@university.edu,Rhonda,Hawn,CS105,F,21
rhonda.strickland789@university.edu,Rhonda,Strickland,CS110,A,95
ricardo.casey0@university.edu,Ricardo,Casey,CS101,F,1
richard.binkley547@university.edu,Richard,Binkley,CS108,A,100
richard.closson822@university.edu,Richard,Closson,CS103,F,24
richard.coffee787@university.edu,Richard,Coffee,CS108,F,57
richard.crandell674@university.edu,Richard,Crandell,CS105,F,22
richard.fredrick473@university.edu,Richard,Fredrick,CS104,D,60
richard.gonzalez466@university.edu,Richard,Gonzalez,CS107,C,74
richard.hazel335@university.edu,Richard,Hazel,CS106,F,24
richard.merritt659@university.edu,Richard,Merritt,CS110,A,98
richard.nelson773@university.edu,Richard,Nelson,CS104,F,58
richard.redner33@university.edu,Richard,Redner,CS104,F,4
richard.rodger875@university.edu,Richard,Rodger,CS106,F,37
richard.shipe256@university.edu,Richard,Shipe,CS107,C,72
richard.taylor680@university.edu,Richard,Taylor,CS101,F,27
richard.thomas188@university.edu,Richard,Thomas,CS109,F,45
richard.white626@university.edu,Richard,White,CS107,F,15
richard.williams301@university.edu,Richard,Williams,CS102,C,70
richard.williams458@university.edu,Richard,Williams,CS109,C,73
rick.santana587@university.edu,Rick,Santana,CS108,A,97
rita.gehrke896@university.edu,Rita,Gehrke,CS107,F,48
rita.sanchez554@university.edu,Rita,Sanchez,CS105,B,87
robert.babino631@university.edu,Robert,Babino,CS102,F,54
robert.bowman625@university.edu,Robert,Bowman,CS106,F,13
robert.camp219@university.edu,Robert,Camp,CS110,F,3
robert.carreno951@university.edu,Robert,Carreno,CS102,F,56
robert.chadwick860@university.edu,Robert,Chadwick,CS101,B,87
robert.cook22@university.edu,Robert,Cook,CS103,C,71
robert.cox575@university.edu,Robert,Cox,CS106,F,53
robert.gower748@university.edu,Robert,Gower,CS109,F,7
robert.guyer779@university.edu,Robert,Guyer,CS110,C,77
robert.hurley66@university.edu,Robert,Hurley,CS107,F,54
robert.ku300@university.edu,Robert,Ku,CS101,F,22
robert.lebron343@university.edu,Robert,Lebron,CS104,A,99
robert.marshall965@university.edu,Robert,Marshall,CS106,F,57
robert.myers845@university.edu,Robert,Myers,CS106,F,0
robert.nardella18@university.edu,Robert,Nardella,CS109,F,55
robert.palmer809@university.edu,Robert,Palmer,CS110,F,43
robert.pullon216@university.edu,Robert,Pullon,CS107,A,96
robert.roberts16@university.edu,Robert,Roberts,CS107,F,53
robert.rosenthal459@university.edu,Robert,Rosenthal,CS110,F,0
robert.stoops107@university.edu,Robert,Stoops,CS108,F,37
robert.white770@university.edu,Robert,White,CS101,D,60
robin.corona500@university.edu,Robin,Corona,CS101,F,48
robin.robinson55@university.edu,Robin,Robinson,CS106,A,93
roderick.smith356@university.edu,Roderick,Smith,CS107,A,97
roderick.weingard381@university.edu,Roderick,Weingard,CS102,C,73
rodney.low972@university.edu,Rodney,Low,CS103,F,47
rodney.martinez350@university.edu,Rodney,Martinez,CS101,F,0
rodrick.hill45@university.edu,Rodrick,Hill,CS106,F,0
rogelio.metzger211@university.edu,Rogelio,Metzger,CS102,A,92
roger.behling482@university.edu,Roger,Behling,CS103,D,65
roger.burnett985@university.edu,Roger,Burnett,CS106,F,0
roger.keys489@university.edu,Roger,Keys,CS110,D,62
roland.regis217@university.edu,Roland,Regis,CS108,F,25
ron.albright175@university.edu,Ron,Albright,CS106,F,35
ronald.davis114@university.edu,Ronald,Davis,CS105,F,52
ronald.micciche894@university.edu,Ronald,Micciche,CS105,A,100
ronald.richards602@university.edu,Ronald,Richards,CS103,F,25
ronnie.travelstead479@university.edu,Ronnie,Travelstead,CS110,F,46
ronny.sumpter105@university.edu,Ronny,Sumpter,CS106,F,46
rosa.grisham380@university.edu,Rosa,Grisham,CS101,F,53
rosa.moon83@university.edu,Rosa,Moon,CS104,F,58
rosalva.uecker90@university.edu,Rosalva,Uecker,CS101,F,50
rosemary.stewart952@university.edu,Rosemary,Stewart,CS103,F,6
ross.baker668@university.edu,Ross,Baker,CS109,F,40
ruben.davis874@university.edu,Ruben,Davis,CS105,F,43
rubin.turner895@university.edu,Rubin,Turner,CS106,A,91
ruby.boyd181@university.edu,Ruby,Boyd,CS102,A,92
ruby.mctiernan502@university.edu,Ruby,Mctiernan,CS103,B,84
russell.harkavy15@university.edu,Russell,Harkavy,CS106,F,40
ruth.hudson249@university.edu,Ruth,Hudson,CS110,B,80
ruth.johnson97@university.edu,Ruth,Johnson,CS108,F,27
ruth.mcannally206@university.edu,Ruth,Mcannally,CS107,C,73
ruthie.roberts98@university.edu,Ruthie,Roberts,CS109,F,48
ryan.neu551@university.edu,Ryan,Neu,CS102,F,20
salvador.koehler983@university.edu,Salvador,Koehler,CS104,A,99
salvatore.berryman839@university.edu,Salvatore,Berryman,CS110,F,43
salvatore.wright59@university.edu,Salvatore,Wright,CS110,F,53
sam.coles943@university.edu,Sam,Coles,CS104,F,47
samual.mccall326@university.edu,Samual,Mccall,CS107,F,45
sandra.hernandez293@university.edu,Sandra,Hernandez,CS104,C,73
sandra.mcdaniels1@university.edu,Sandra,Mcdaniels,CS102,C,71
sandra.newton404@university.edu,Sandra,Newton,CS105,F,44
sandra.paul588@university.edu,Sandra,Paul,CS109,F,59
sandra.sharpton272@university.edu,Sandra,Sharpton,CS103,B,87
sandra.stella472@university.edu,Sandra,Stella,CS103,F,45
sara.baer797@university.edu,Sara,Baer,CS108,F,39
sara.cunningham92@university.edu,Sara,Cunningham,CS103,F,37
sarah.bernal471@university.edu,Sarah,Bernal,CS102,F,42
sarah.boyd197@university.edu,Sarah,Boyd,CS108,C,71
sarah.fish848@university.edu,Sarah,Fish,CS109,D,66
sarah.holloway608@university.edu,Sarah,Holloway,CS109,C,74
scott.allen504@university.edu,Scott,Allen,CS105,A,92
scott.perry191@university.edu,Scott,Perry,CS102,F,5
scott.tindell775@university.edu,Scott,Tindell,CS106,F,12
sean.garcia89@university.edu,Sean,Garcia,CS110,A,97
sean.ross263@university.edu,Sean,Ross,CS104,F,7
sean.trujillo550@university.edu,Sean,Trujillo,CS101,C,78
shane.martinez796@university.edu,Shane,Martinez,CS107,F,36
shannon.wallace556@university.edu,Shannon,Wallace,CS107,C,70
sharon.harmon949@university.edu,Sharon,Harmon,CS110,F,32
sharon.rodriguez460@university.edu,Sharon,Rodriguez,CS101,B,87
shawn.castro174@university.edu,Shawn,Castro,CS105,F,2
shayne.campbell128@university.edu,Shayne,Campbell,CS109,D,68
sheila.fischer56@university.edu,Sheila,Fischer,CS107,F,22
shelby.lopez41@university.edu,Shelby,Lopez,CS102,F,51
sheree.koran148@university.edu,Sheree,Koran,CS109,A,98
shirlene.martinez927@university.edu,Shirlene,Martinez,CS108,F,37
shirley.mercer13@university.edu,Shirley,Mercer,CS104,F,2
shirley.nadeau635@university.edu,Shirley,Nadeau,CS106,B,86
shoshana.hewitt474@university.edu,Shoshana,Hewitt,CS105,F,5
shu.espinoza282@university.edu,Shu,Espinoza,CS103,F,40
shu.smith255@university.edu,Shu,Smith,CS106,F,49
silvia.calcote837@university.edu,Silvia,Calcote,CS108,A,92
stephan.dunneback176@university.edu,Stephan,Dunneback,CS107,A,98
stephanie.bolinger192@university.edu,Stephanie,Bolinger,CS103,F,53
stephanie.gutierrez440@university.edu,Stephanie,Gutierrez,CS101,F,26
stephanie.jacobs725@university.edu,Stephanie,Jacobs,CS106,F,1
stephanie.nickolas664@university.edu,Stephanie,Nickolas,CS105,A,94
stephanie.wollschlager93@university.edu,Stephanie,Wollschlager,CS104,C,78
stephen.hamm606@university.edu,Stephen,Hamm,CS107,F,52
stephen.honeywell650@university.edu,Stephen,Honeywell,CS101,A,97
stephen.sanchez967@university.edu,Stephen,Sanchez,CS108,C,70
steve.delgado538@university.edu,Steve,Delgado,CS109,C,74
steve.graham449@university.edu,Steve,Graham,CS110,D,68
steve.hart362@university.edu,Steve,Hart,CS103,F,9
steve.neely212@university.edu,Steve,Neely,CS103,F,20
steven.gott453@university.edu,Steven,Gott,CS104,F,9
steven.horkey598@university.edu,Steven,Horkey,CS109,C,71
steven.jefferson231@university.edu,Steven,Jefferson,CS102,F,39
steven.ritter869@university.edu,Steven,Ritter,CS110,A,90
steven.spence11@university.edu,Steven,Spence,CS102,F,17
susan.davis27@university.edu,Susan,Davis,CS108,F,50
susan.hall619@university.edu,Susan,Hall,CS110,F,9
susan.holloway78@university.edu,Susan,Holloway,CS109,F,22
sybil.stewart443@university.edu,Sybil,Stewart,CS104,D,60
sylvester.martin916@university.edu,Sylvester,Martin,CS107,F,12
sylvia.cadle681@university.edu,Sylvia,Cadle,CS102,F,19
sylvia.fretwell828@university.edu,Sylvia,Fretwell,CS109,F,36
sylvia.ladieu193@university.edu,Sylvia,Ladieu,CS104,D,60
tamara.sanchez935@university.edu,Tamara,Sanchez,CS106,B,85
tamera.albaugh50@university.edu,Tamera,Albaugh,CS101,F,29
tammy.cook847@university.edu,Tammy,Cook,CS108,F,37
tara.freudenstein185@university.edu,Tara,Freudenstein,CS106,D,63
tatyana.moreno485@university.edu,Tatyana,Moreno,CS106,A,92
ted.haddock492@university.edu,Ted,Haddock,CS103,F,17
